"x"
0.00168711727522144
0.00799222005006658
0.0217747531909644
0.043457561910234
0.0699394607511468
0.0955361737830432
0.114326592421974
0.122449216696303
0.119200321838107
0.106692761735003
0.0886000321103196
0.0687529975434097
0.0501476314052098
0.0345477711458718
0.0225723771188182
0.0140358069501487
0.00833117436844573
0.00473281858717378
0.00257913803605731
0.0013509845991869
0.000681442899910705
0.000331520935075131
0.000155784036916902
7.07998374079944e-05
3.11567721173835e-05
1.32907843016759e-05
5.50114243291297e-06
2.21130848385951e-06
8.6396842998166e-07
3.28343033367014e-07
1.21462650055383e-07
4.37646272096418e-08
1.53684087922665e-08
5.26260168636595e-09
1.75817277378505e-09
5.73350077634737e-10
1.82586607780431e-10
5.68053090362521e-11
1.72722129733754e-11
5.1345567615847e-12
1.49279554615791e-12
4.2459701657545e-13
1.18184536048705e-13
3.22011209958461e-14
8.59052374753256e-15
2.24445543326791e-15
5.74437158106583e-16
1.4404735777021e-16
3.53984497525969e-17
8.52625949889109e-18
2.01326960378727e-18
4.66104150359142e-19
1.05819397715317e-19
2.35617659073799e-20
5.14594461610591e-21
1.10252210425292e-21
2.31750424929917e-22
4.77976983660027e-23
9.673531056912e-24
1.92127449547997e-24
3.7449960290119e-25
7.16471080847788e-26
1.34541363346215e-26
2.47995680625065e-27
4.48726472379273e-28
7.97046467069923e-29
1.38983125148842e-29
2.37917379422637e-30
3.99836312983878e-31
6.59680666465225e-32
1.06851699470631e-32
1.69911673592634e-33
2.65249355016838e-34
4.06506339073761e-35
6.11578242352673e-36
9.03224338822522e-37
1.30943112612134e-37
1.8633522985756e-38
2.60262603649267e-39
3.56787455841403e-40
4.80023207052558e-41
6.33783426692126e-42
8.21133775844223e-43
1.04387139662716e-43
1.30197599725927e-44
1.59309575467546e-45
1.91214511896778e-46
2.25109642541105e-47
2.59903934148019e-48
2.94255973858919e-49
3.26645331334477e-50
3.55474299137746e-51
3.79191952387482e-52
3.96428039464305e-53
4.06121222463859e-54
4.07625372218363e-55
4.00779382526038e-56
3.85930218111594e-57
3.63905059798879e-58
3.35935449514516e-59
3.03543035685612e-60
2.6840168098189e-61
2.32193418627699e-62
1.96475618290514e-63
1.62573902567121e-64
1.31510507714389e-65
1.03971917562243e-66
8.03138320460199e-68
6.05968377957938e-69
4.46431781352185e-70
3.21040060523831e-71
2.25272745779304e-72
1.54185010394708e-73
1.02894113498923e-74
6.69231092765576e-76
4.24045284393035e-77
2.6163912741436e-78
1.57123469717534e-79
9.17931037656235e-81
5.21411673125738e-82
2.87813895476902e-83
1.54293740991377e-84
8.02825653357179e-86
4.05178019238094e-87
1.98207816607955e-88
9.39131390296292e-90
4.30648890954716e-91
1.90963775389418e-92
8.18135503763391e-94
3.38326801042919e-95
1.34910807210063e-96
5.18188324237335e-98
1.91494499000566e-99
6.80005182263396e-101
2.31724932608102e-102
7.56673158119128e-104
2.36394084649063e-105
7.05368198233498e-107
2.00649053685053e-108
5.43018505615743e-110
1.39500207912666e-111
3.39346099321429e-113
7.79517623589661e-115
1.68575094941697e-116
3.42020057419706e-118
6.4850319466114e-120
1.14406806093267e-121
1.86835972311611e-123
2.80783511740439e-125
3.85628895354314e-127
4.80021809473578e-129
5.36156468732798e-131
5.30733723264637e-133
4.58339421254254e-135
3.38281633558175e-137
2.074559240792e-139
1.01487036339285e-141
3.71290308287553e-144
9.03008938643799e-147
1.09500630489403e-149
