"x"
0.497146422620129
0.301923061935161
0.128713719014481
0.0491766112302845
0.016672578033137
0.00485308253279649
0.00120315131525467
0.000255596035528106
4.69983721011886e-05
7.5554625864619e-06
1.07138530599467e-06
1.35029841678829e-07
1.52229198912563e-08
1.54349508307079e-09
1.41400180382676e-10
1.17499195785922e-11
8.88620858347540e-13
6.13400555761524e-14
3.87428399912779e-15
2.24378464701324e-16
1.19372834120734e-17
5.84308643831111e-19
2.63492577100546e-20
1.09589838001546e-21
4.20778166188718e-23
1.49261636492533e-24
4.8946112583712e-26
1.48444050224744e-27
4.16506816654503e-29
1.0813840210516e-30
2.59816126998811e-32
5.7764117451918e-34
1.18818079080601e-35
2.26055583949991e-37
3.976324896543e-39
6.46334222612399e-41
9.70206290879068e-43
1.34391677649013e-44
1.71631260530175e-46
2.01879618568589e-48
2.18451752305259e-50
2.17177507891588e-52
1.98074675903618e-54
1.65454834598122e-56
1.26346595871236e-58
8.8020717439313e-61
5.58139544672887e-63
3.21305883265312e-65
1.67440255720294e-67
7.87334703812281e-70
3.32836343946616e-72
1.25972644717601e-74
4.24860669176336e-77
1.26995392031045e-79
3.34328425396754e-82
7.69499173867356e-85
1.53497682672594e-87
2.62593306259195e-90
3.80305668182115e-93
4.58736459426925e-96
4.51182177552325e-99
3.51538942253863e-102
2.08153764912185e-105
8.77436924853474e-109
2.33856581842981e-112
2.95292493262871e-116
