"row","col"
10,1408
22,1408
14,1410
16,1411
14,1412
23,1412
41,1412
52,1412
12,1413
53,1413
42,1416
14,1417
16,1419
14,1420
53,1422
27,1425
53,1425
14,1426
54,1434
27,1435
54,1436
14,1439
14,1440
54,1442
16,1445
12,1446
12,1447
15,1448
27,1448
8,1449
12,1451
8,1452
23,1452
12,1454
16,1455
5,1457
8,1457
42,1459
53,1461
27,1465
17,1468
19,1469
43,1469
53,1471
14,1472
14,1474
53,1474
14,1475
53,1479
14,1481
27,1485
46,1485
53,1485
5,1486
39,1486
54,1487
32,1488
8,1489
13,1489
23,1489
14,1491
16,1491
23,1491
53,1491
12,1492
16,1492
64,1493
5,1495
20,1495
12,1496
8,1497
14,1499
8,1500
19,1505
36,1507
53,1507
17,1508
19,1509
53,1509
40,1512
6,1513
54,1513
53,1514
14,1517
16,1518
14,1520
32,1520
53,1520
16,1521
8,1522
12,1522
54,1522
39,1523
12,1524
16,1524
32,1524
14,1525
64,1526
32,1527
53,1527
50,1529
8,1530
16,1530
54,1530
12,1531
23,1531
46,1531
8,1532
14,1533
16,1533
32,1533
50,1533
12,1536
37,1536
16,1537
50,1539
39,1542
15,1543
15,1545
40,1545
15,1546
53,1546
15,1548
17,1551
39,1552
43,1553
14,1555
14,1556
14,1557
8,1558
53,1565
23,1567
33,1567
16,1568
8,1569
16,1569
6,1570
8,1570
12,1570
16,1570
23,1570
27,1570
12,1571
8,1573
16,1573
20,1573
33,1573
42,1573
18,1576
54,1576
50,1577
15,1583
27,1584
15,1585
53,1585
17,1586
40,1586
15,1588
19,1590
40,1597
53,1599
8,1601
12,1603
8,1606
50,1606
46,1607
16,1608
12,1609
8,1610
16,1610
53,1610
33,1611
20,1612
53,1614
8,1615
16,1615
23,1615
50,1616
43,1621
15,1623
4,1624
19,1624
15,1626
17,1626
15,1630
4,1631
17,1631
27,1632
15,1634
53,1634
4,1635
53,1636
12,1637
5,1638
27,1638
5,1643
16,1645
8,1646
12,1646
17,1646
16,1648
35,1648
53,1648
53,1649
16,1652
8,1653
32,1654
23,1655
61,1655
8,1656
16,1656
18,1656
23,1656
50,1656
46,1657
50,1658
46,1659
8,1660
50,1660
53,1662
50,1663
57,1663
50,1664
17,1665
4,1666
50,1666
53,1667
46,1668
15,1669
4,1670
35,1671
50,1672
13,1674
53,1675
4,1677
20,1680
54,1680
8,1681
53,1686
52,1687
20,1688
54,1688
16,1689
53,1689
16,1690
20,1690
16,1691
32,1691
50,1691
4,1693
8,1693
16,1694
20,1694
12,1695
16,1696
20,1696
54,1696
63,1696
12,1697
16,1697
50,1697
16,1698
8,1699
50,1699
4,1700
50,1700
57,1700
8,1701
50,1701
50,1703
50,1705
20,1706
44,1706
4,1707
50,1707
54,1709
4,1710
16,1711
20,1711
53,1712
4,1713
54,1714
20,1720
26,1720
16,1722
53,1722
39,1723
46,1725
20,1726
20,1729
32,1729
46,1730
54,1731
35,1732
8,1733
14,1733
12,1734
16,1734
50,1734
14,1735
53,1735
16,1736
54,1737
20,1738
64,1738
12,1739
50,1739
50,1740
16,1742
37,1742
50,1742
50,1743
12,1748
50,1748
20,1749
20,1750
4,1752
4,1754
20,1754
42,1755
1,1756
53,1756
20,1758
39,1758
5,1759
53,1759
4,1760
11,1760
16,1761
20,1761
53,1765
27,1767
32,1770
42,1770
12,1772
16,1772
26,1773
16,1774
32,1774
10,1775
16,1775
16,1776
23,1776
8,1778
12,1778
23,1778
46,1778
8,1779
16,1779
27,1779
50,1779
12,1780
12,1781
8,1782
16,1782
8,1783
27,1783
50,1783
52,1783
12,1784
44,1784
8,1785
62,1785
50,1786
38,1788
41,1790
53,1791
20,1792
4,1794
26,1796
20,1798
39,1802
20,1805
39,1806
53,1806
20,1812
23,1813
32,1816
16,1817
53,1817
8,1818
23,1818
41,1818
46,1818
61,1819
64,1819
23,1820
50,1820
8,1821
23,1821
44,1821
57,1821
16,1822
8,1823
44,1823
50,1823
8,1824
12,1824
43,1824
8,1825
43,1826
50,1826
50,1827
50,1828
56,1828
35,1836
20,1840
39,1840
26,1842
20,1844
42,1846
53,1847
20,1849
16,1853
10,1855
32,1855
12,1856
23,1856
8,1858
16,1858
22,1858
27,1858
23,1860
35,1860
53,1860
16,1861
18,1861
8,1862
16,1864
23,1864
27,1864
53,1864
39,1865
10,1866
16,1866
54,1866
17,1867
8,1868
16,1868
53,1868
50,1870
53,1870
12,1871
8,1872
20,1876
44,1876
53,1876
39,1878
27,1879
50,1879
20,1881
12,1882
16,1883
4,1884
43,1885
44,1885
53,1887
36,1888
20,1889
43,1889
43,1890
27,1892
43,1892
50,1892
54,1893
57,1893
20,1897
53,1898
20,1900
54,1900
53,1902
54,1904
20,1907
12,1909
23,1909
46,1909
53,1909
8,1910
8,1912
12,1914
53,1914
8,1915
28,1915
26,1919
42,1919
54,1921
20,1926
8,1929
44,1929
54,1931
4,1932
20,1933
53,1933
12,1936
4,1937
50,1938
53,1938
16,1939
18,1939
58,1939
12,1940
17,1940
50,1940
8,1943
16,1944
8,1945
23,1945
50,1946
12,1947
27,1948
42,1948
64,1948
10,1949
50,1949
23,1950
58,1950
19,1952
50,1952
20,1955
53,1959
54,1959
42,1962
26,1963
27,1963
20,1964
27,1966
34,1969
20,1970
20,1972
43,1972
53,1973
8,1977
16,1977
20,1977
43,1977
28,1978
53,1978
16,1979
20,1979
12,1980
27,1980
16,1982
20,1982
37,1983
23,1985
46,1985
8,1986
27,1986
37,1987
18,1988
4,1989
23,1989
16,1990
44,1990
8,1991
27,1991
37,1991
50,1991
27,1993
53,1993
16,1994
20,1994
37,1994
16,1995
8,1996
20,1996
50,1996
4,1997
41,1998
20,1999
44,2001
53,2002
20,2003
26,2005
53,2005
20,2007
26,2008
20,2010
41,2011
16,2013
20,2013
20,2017
27,2020
16,2021
54,2021
32,2022
37,2022
16,2023
23,2024
37,2024
18,2025
20,2025
53,2025
44,2027
50,2027
12,2028
32,2028
8,2029
12,2029
17,2029
50,2029
12,2031
16,2031
43,2031
8,2032
37,2032
58,2032
61,2032
44,2033
50,2033
13,2034
50,2034
54,2034
50,2035
50,2037
20,2038
41,2038
52,2038
54,2038
20,2039
50,2039
58,2039
20,2040
50,2040
54,2040
44,2042
4,2043
20,2043
53,2043
26,2044
54,2045
20,2046
50,2046
20,2049
41,2050
53,2053
20,2055
41,2056
16,2058
52,2058
8,2059
16,2059
32,2059
4,2060
23,2061
11,2062
8,2063
10,2063
16,2063
12,2064
23,2064
12,2066
16,2066
19,2066
32,2066
37,2067
50,2067
4,2068
12,2068
44,2068
23,2069
12,2070
16,2070
8,2071
12,2071
53,2071
13,2072
32,2072
23,2073
27,2073
50,2073
8,2074
50,2074
16,2075
50,2075
50,2076
16,2077
50,2077
8,2078
44,2078
50,2078
52,2078
58,2078
16,2079
22,2079
27,2079
50,2079
58,2079
50,2080
50,2081
53,2081
20,2084
58,2084
50,2085
12,2087
46,2087
50,2087
58,2089
50,2090
50,2094
43,2095
53,2095
43,2096
50,2096
4,2097
19,2098
53,2098
42,2102
20,2109
16,2111
50,2111
25,2112
58,2112
37,2113
50,2114
8,2115
16,2115
50,2115
65,2115
13,2117
17,2117
50,2118
53,2118
8,2119
29,2119
50,2119
58,2119
61,2119
12,2120
16,2120
23,2120
50,2120
8,2122
13,2122
22,2122
27,2122
50,2122
61,2122
12,2123
64,2123
16,2124
37,2124
41,2124
50,2124
64,2124
37,2125
50,2125
13,2126
50,2126
8,2128
15,2128
50,2128
50,2129
8,2130
50,2130
16,2131
54,2132
54,2133
50,2135
50,2136
50,2138
43,2139
50,2139
4,2140
19,2140
43,2140
43,2141
50,2141
19,2146
42,2146
43,2146
53,2146
54,2148
4,2151
19,2152
53,2152
54,2155
53,2157
53,2158
4,2159
19,2159
41,2159
53,2160
16,2161
32,2161
16,2164
32,2164
37,2165
37,2166
16,2167
16,2168
18,2168
23,2168
32,2168
46,2169
4,2170
12,2170
37,2171
8,2172
12,2172
16,2172
5,2173
23,2173
8,2174
52,2174
50,2175
27,2176
61,2176
8,2178
13,2178
8,2179
23,2179
58,2179
50,2180
8,2181
13,2181
37,2181
53,2181
23,2182
50,2182
58,2182
16,2185
22,2185
27,2185
21,2186
27,2186
50,2186
53,2187
50,2188
58,2188
54,2190
4,2191
50,2191
58,2191
12,2192
20,2192
41,2194
12,2195
50,2195
62,2195
50,2197
50,2199
4,2201
58,2201
19,2202
50,2202
27,2206
42,2210
43,2211
19,2212
1,2218
37,2218
16,2220
37,2221
50,2221
44,2222
16,2224
17,2224
12,2226
13,2226
32,2226
37,2226
8,2227
50,2227
46,2228
23,2229
28,2229
13,2230
41,2230
50,2230
54,2231
16,2232
18,2232
37,2232
54,2232
5,2233
13,2233
50,2233
10,2234
29,2234
50,2234
37,2235
50,2235
8,2236
23,2236
8,2237
16,2237
8,2239
16,2240
23,2240
50,2240
5,2241
10,2241
32,2241
50,2241
63,2243
16,2244
8,2245
50,2245
12,2246
16,2246
50,2246
22,2247
27,2247
61,2247
23,2248
50,2249
53,2250
19,2251
50,2251
52,2251
61,2253
16,2254
44,2254
43,2255
29,2259
16,2260
19,2260
37,2260
50,2260
43,2262
43,2263
50,2263
43,2264
43,2265
43,2266
19,2267
43,2268
43,2269
4,2270
41,2270
43,2270
53,2273
20,2275
43,2275
20,2282
29,2282
54,2282
4,2283
37,2285
12,2286
16,2286
29,2286
11,2287
20,2288
46,2289
29,2290
16,2292
37,2293
14,2295
25,2295
29,2295
50,2295
16,2297
37,2297
8,2298
50,2298
12,2300
20,2305
53,2306
16,2309
20,2309
53,2311
41,2313
20,2314
38,2316
53,2318
20,2319
20,2323
4,2325
20,2325
37,2326
43,2328
53,2328
16,2330
20,2330
43,2331
41,2332
43,2333
20,2334
26,2334
37,2334
19,2335
43,2335
43,2336
53,2336
43,2338
20,2345
53,2346
20,2348
41,2349
53,2349
42,2350
42,2351
53,2352
20,2353
20,2355
44,2357
20,2360
53,2364
20,2366
16,2367
37,2368
41,2369
44,2369
46,2370
16,2371
32,2371
16,2373
12,2374
52,2374
50,2377
37,2378
20,2381
20,2386
5,2392
20,2392
41,2394
20,2397
20,2399
20,2402
4,2404
12,2405
16,2405
20,2405
37,2406
37,2408
16,2409
4,2411
37,2411
16,2412
23,2412
4,2413
27,2413
50,2413
37,2414
16,2415
23,2415
8,2417
50,2417
16,2418
42,2418
46,2418
37,2419
50,2420
8,2421
50,2421
12,2423
41,2423
54,2423
37,2424
44,2425
50,2425
58,2426
50,2429
50,2431
20,2432
12,2434
50,2434
37,2435
41,2435
50,2436
58,2436
50,2440
53,2440
52,2443
54,2445
46,2446
20,2448
19,2451
37,2451
54,2451
16,2453
25,2454
37,2454
43,2454
16,2455
25,2455
27,2455
37,2456
50,2456
12,2458
8,2459
16,2459
37,2459
16,2461
25,2461
50,2461
8,2462
41,2462
16,2463
50,2463
12,2464
16,2464
23,2464
37,2464
44,2464
19,2465
50,2465
8,2466
25,2466
37,2466
23,2467
10,2468
16,2469
54,2469
37,2470
8,2471
16,2471
13,2472
23,2472
37,2473
8,2474
13,2474
27,2474
46,2474
50,2475
16,2476
50,2476
41,2478
61,2478
54,2482
54,2485
53,2486
42,2489
20,2491
54,2491
20,2497
19,2499
53,2501
20,2503
5,2508
29,2509
63,2510
16,2511
18,2511
25,2511
25,2513
42,2513
16,2514
18,2514
23,2514
37,2514
23,2515
28,2515
25,2516
41,2516
49,2516
37,2517
19,2518
16,2519
27,2521
16,2522
37,2524
41,2524
20,2526
46,2528
20,2530
20,2532
20,2534
53,2534
43,2535
43,2536
53,2536
20,2539
20,2541
41,2541
54,2541
20,2544
8,2546
16,2546
22,2547
27,2547
16,2548
16,2550
37,2550
16,2551
43,2551
54,2551
12,2552
22,2552
16,2553
27,2553
43,2553
8,2554
16,2554
27,2554
43,2554
50,2554
20,2555
41,2555
23,2556
43,2557
16,2559
53,2559
37,2560
20,2565
54,2566
53,2567
16,2570
20,2570
54,2570
20,2573
34,2574
42,2577
54,2577
8,2580
5,2581
16,2581
54,2582
20,2583
16,2584
42,2586
46,2586
12,2587
53,2587
20,2589
53,2589
23,2590
12,2591
16,2591
8,2592
16,2593
27,2593
53,2593
23,2595
25,2595
27,2595
54,2595
8,2596
12,2596
19,2596
8,2598
19,2598
8,2599
52,2599
46,2600
54,2602
8,2603
53,2603
41,2604
12,2606
20,2609
53,2609
54,2610
34,2611
20,2615
54,2615
5,2616
39,2618
8,2619
54,2619
23,2620
53,2620
23,2621
25,2622
43,2622
57,2623
8,2624
12,2624
12,2626
50,2626
8,2627
23,2627
54,2627
19,2628
23,2629
43,2630
12,2631
43,2631
49,2631
8,2632
23,2632
28,2632
43,2633
54,2633
28,2634
43,2634
50,2634
64,2634
50,2635
23,2637
42,2637
50,2639
50,2643
28,2645
34,2648
16,2652
34,2652
54,2655
53,2656
23,2657
28,2658
12,2659
54,2661
8,2662
12,2662
23,2662
54,2662
25,2663
5,2664
19,2664
23,2664
10,2665
16,2666
8,2667
61,2667
5,2668
27,2668
5,2669
8,2669
16,2670
50,2670
27,2671
50,2671
5,2672
12,2672
50,2672
8,2673
16,2673
23,2673
50,2674
17,2675
54,2675
61,2675
8,2676
23,2676
50,2677
50,2678
54,2678
9,2681
28,2681
54,2681
5,2682
9,2682
54,2682
8,2683
54,2683
5,2684
50,2684
53,2685
54,2685
54,2687
12,2690
23,2691
54,2691
8,2693
54,2693
54,2694
53,2695
54,2695
27,2697
12,2699
28,2700
16,2702
25,2702
23,2704
46,2704
50,2704
8,2705
8,2706
9,2706
23,2706
53,2706
8,2707
27,2707
8,2708
12,2708
23,2708
12,2709
50,2709
27,2710
27,2711
8,2712
23,2712
8,2713
12,2713
27,2713
12,2714
16,2715
23,2716
50,2716
53,2716
57,2719
38,2720
50,2724
53,2724
43,2727
54,2728
9,2729
19,2729
54,2729
54,2730
54,2733
28,2735
5,2742
8,2742
8,2749
41,2749
8,2750
27,2750
23,2751
50,2751
8,2752
52,2752
12,2753
37,2753
8,2754
23,2754
53,2754
8,2755
16,2756
8,2757
37,2757
61,2757
16,2758
61,2758
50,2759
50,2760
50,2762
61,2763
50,2764
12,2766
50,2766
53,2770
34,2771
27,2774
42,2777
23,2781
53,2782
8,2783
16,2786
23,2787
23,2789
8,2790
16,2790
8,2791
23,2792
16,2793
16,2795
50,2795
53,2795
8,2796
50,2796
12,2797
23,2798
8,2799
50,2799
61,2800
20,2801
53,2801
8,2802
23,2802
50,2802
42,2804
39,2811
53,2815
54,2825
23,2826
23,2828
22,2829
27,2829
34,2829
54,2829
8,2830
23,2830
61,2830
23,2831
8,2834
23,2834
23,2835
8,2836
5,2837
23,2837
50,2837
53,2837
5,2838
8,2839
16,2839
50,2839
14,2840
27,2840
10,2841
50,2841
23,2842
23,2844
50,2844
50,2845
54,2845
38,2846
50,2848
50,2849
41,2850
50,2852
42,2854
50,2856
54,2857
54,2858
41,2864
41,2865
53,2867
27,2869
42,2870
41,2871
3,2872
8,2873
12,2875
23,2876
16,2877
23,2878
23,2882
5,2883
12,2883
16,2883
23,2884
8,2885
14,2885
23,2886
53,2886
8,2887
12,2887
16,2887
1,2888
23,2888
8,2889
12,2889
16,2889
50,2890
16,2891
23,2891
8,2892
23,2892
50,2892
8,2894
16,2894
53,2894
50,2895
8,2896
23,2896
30,2896
50,2896
65,2896
13,2897
18,2897
10,2898
23,2898
38,2899
23,2900
42,2900
50,2900
1,2901
8,2902
50,2902
41,2903
16,2904
42,2904
50,2904
41,2912
53,2913
41,2918
53,2927
41,2928
14,2934
16,2936
8,2937
37,2938
23,2939
53,2939
60,2939
8,2940
37,2940
12,2943
50,2943
8,2944
46,2944
53,2944
61,2946
50,2948
8,2949
53,2951
50,2952
41,2959
43,2959
26,2970
53,2970
50,2971
8,2972
27,2973
41,2973
54,2973
26,2975
27,2977
54,2977
53,2979
23,2981
27,2986
16,2987
23,2987
8,2988
12,2991
23,2991
8,2992
16,2992
37,2992
16,2993
53,2993
27,2994
61,2994
12,2995
8,2996
16,2997
53,2997
23,2998
61,2999
8,3000
50,3000
8,3001
16,3001
34,3001
46,3002
50,3002
16,3003
37,3003
50,3004
12,3005
50,3006
63,3006
50,3007
52,3007
9,3015
39,3019
37,3027
8,3028
16,3030
23,3031
8,3032
37,3032
12,3033
23,3033
16,3034
27,3034
8,3035
23,3035
37,3035
22,3037
27,3037
16,3038
8,3039
5,3041
5,3043
50,3043
53,3047
9,3048
50,3048
5,3057
27,3057
41,3058
39,3059
42,3063
34,3064
16,3066
23,3067
50,3068
12,3069
5,3070
8,3071
50,3071
60,3071
16,3072
12,3073
41,3073
8,3074
50,3074
5,3076
16,3076
53,3076
56,3076
57,3076
50,3077
12,3078
41,3079
12,3082
23,3083
42,3085
39,3087
27,3089
12,3097
